課程編號,課程名稱,上課日,開課日期,上/下午,上課時間,課程,每課,費用,會員費用,狀況
HD30372D,的士司機職前訓練課程,星期五,12月10日,上午,9:00-6:00,全期1課,8小時,750元,675元,可接受報名
HD30374B,公共巴士司機職前訓練課程,星期五,11月12日,上午,9:00-6:00,全期1課,8小時,750元,675元,可接受報名
NK30389,家居裝修批盪工藝實習課程,星期日,10月24日,上午,10:00-5:00,全期2課,6小時,1650元,1485元,網上名額已滿
NK30390,地台批盪及鋪瓦工藝實習課程,星期六,11月13日,上午,10:00-5:00,全期3課,6小時,2300元,2070元,可接受報名
NK30391B,砌磚工藝實習進階課程,星期四,11月18日,上午,10:00-5:00,全期2課,6小時,1550元,1395元,可接受報名
NK30367B,浴室廚房防水及鋪瓦工藝實習班,星期日,11月21日,上午,10:00-5:00,全期2課,6小時,1570元,1413元,可接受報名
KV30369,吊索/訊號員安全訓練課程,星期日,12月19日,上午,10:00-6:00,全期1課,7小時,280元,252元,可接受報名
HD30372A,的士司機職前訓練課程,星期四,11月11日,上午,9:00-6:00,全期1課,8小時,750元,675元,可接受報名
HD30373B,公共小巴司機職前訓練課程,星期五,11月05日,上午,9:00-6:00,全期1課,8小時,750元,675元,可接受報名
KH30375,電力工程工作安全證書課程,星期二,四,六,12月07日,晚上,7:00-10:00,全期5課,3小時,750元,675元,可接受報名
NK30389B,家居裝修批盪工藝實習課程,星期日,11月07日,上午,10:00-5:00,全期2課,6小時,1650元,1485元,可接受報名
NK30391A,砌磚工藝實習進階課程,星期三,四,12月08日,上午,10:00-5:00,全期2課,6小時,1550元,1395元,可接受報名
NK30391C,砌磚工藝實習進階課程,星期日,10月24日,上午,10:00-5:00,全期2課,6小時,1550元,1395元,可接受報名
NK30393A,鋪瓦工藝實習進階課程,星期四,11月18日,上午,10:00-5:00,全期2課,6小時,1550元,1395元,可接受報名
NK30399B,粗木工(模板)技能訓練實習班,星期六,12月11日,上午,10:00-5:00,全期2課,6小時,1710元,1539元,可接受報名
KZ30407AQ,蔬果雕花的認識與製作基礎證書(兼讀制),星期五,12月03日,上午,9:00-1:15,全期7課,3小時,375元,0元,不接受網上報名
KE30417BQ,麵包製作(經典包類)基礎證書(兼讀制),星期一,11月15日,下午,2:00-5:45,全期10課,3小時,675元,0元,不接受網上報名
KZ30417BQ,麵包製作(經典包類)基礎證書(兼讀制),星期二,四,11月23日,上午,9:00-12:45,全期10課,3小時,675元,0元,不接受網上報名
NW30417BQ,麵包製作(經典包類)基礎證書(兼讀制),星期四,06月23日,下午,2:30-6:15,全期10課,3小時,675元,0元,不接受網上報名
HT30418BQ,麵包製作(咸包及酥包類)基礎證書(兼讀制),星期一,三,四,五,12月13日,上午,9:00-5:30,全期10課,3小時,675元,0元,不接受網上報名
NK30392B,批盪工藝實習進階課程,星期四,11月18日,上午,10:00-5:00,全期2課,6小時,1550元,1395元,可接受報名
NK30396B,竹棚架工藝技能訓練實習班,星期四,五,12月09日,上午,10:00-5:00,全期2課,6小時,1370元,1233元,可接受報名
NK30401A,鋼筋屈紮工(中級)工藝測試實習速成班,星期四,11月11日,上午,10:00-5:00,全期3課,6小時,2450元,2205元,可接受報名
HT30416AQ,節令點心認識與製作基礎證書(兼讀制),星期四,10月21日,下午,2:30-5:30,全期8課,3小時,525元,0元,不接受網上報名
KZ30417AQ,麵包製作(經典包類)基礎證書(兼讀制),星期一,二,10月18日,上午,9:00-12:45,全期10課,3小時,675元,0元,不接受網上報名
NW30417AQ,麵包製作(經典包類)基礎證書(兼讀制) *,星期一,02月21日,上午,9:15-1:00,全期10課,3小時,675元,0元,課程已取消
HT30418AQ,麵包製作(咸包及酥包類)基礎證書(兼讀制),星期一,二,四,五,11月22日,上午,9:00-5:30,全期10課,3小時,675元,0元,不接受網上報名
KE30418AQ,麵包製作(咸包及酥包類)基礎證書(兼讀制),星期五,11月12日,上午,9:30-1:15,全期10課,3小時,675元,0元,不接受網上報名
NW30418A,麵包製作(咸包及酥包類)基礎證書(兼讀制),星期四,04月21日,下午,2:30-6:15,全期10課,3小時,675元,0元,不接受網上報名
KE30419BQ,麵包製作(健康包類)基礎證書(兼讀制),星期一,11月01日,上午,9:30-1:15,全期10課,3小時,675元,0元,不接受網上報名
NZ30419AQ,麵包製作(健康包類)基礎證書(兼讀制),星期四,10月28日,上午,9:30-6:00,全期10課,3小時,675元,0元,不接受網上報名
KE30424BQ,西餅製作(撻及批類)基礎證書(兼讀制),星期三,11月03日,上午,9:30-1:15,全期10課,3小時,675元,0元,不接受網上報名
KE30429BQ,西餅製作(蛋糕類)基礎證書(兼讀制),星期二,10月26日,上午,9:30-1:15,全期10課,3小時,675元,0元,不接受網上報名
NZ30429AQ,西餅製作(蛋糕類)基礎證書(兼讀制),星期四,12月02日,上午,9:30-6:00,全期10課,3小時,675元,0元,不接受網上報名
HT30430CQ,西餅製作(雜餅類)基礎證書(兼讀制) *,星期一,二,四,五,10月25日,上午,9:00-5:30,全期8課,3小時45分,675元,0元,課程已取消
KZ30418AQ,麵包製作(咸包及酥包類)基礎證書(兼讀制),星期三,四,10月20日,上午,9:00-12:45,全期10課,3小時,675元,0元,不接受網上報名
NW30418B,麵包製作(咸包及酥包類)基礎證書(兼讀制) *,星期一,02月28日,下午,2:00-5:45,全期10課,3小時,675元,0元,課程已取消
NW30419AQ,麵包製作(健康包類)基礎證書(兼讀制),星期二,01月11日,上午,8:45-12:30,全期10課,3小時,675元,0元,不接受網上報名
HT30420,粵式禮餅的認識及製作基礎證書(兼讀制),星期二,11月02日,下午,2:30-5:30,全期7課,3小時,375元,0元,不接受網上報名
NW30424A,西餅製作(撻及批類)基礎證書(兼讀制),星期二,04月12日,下午,1:00-4:45,全期10課,3小時,675元,0元,不接受網上報名
NW30429AQ,西餅製作(蛋糕類)基礎證書(兼讀制),星期二,06月07日,上午,8:45-12:30,全期10課,3小時,675元,0元,不接受網上報名
HT30430AQ,西餅製作(雜餅類)基礎證書(兼讀制),星期一,二,四,五,10月25日,上午,9:00-5:30,全期8課,3小時45分,675元,0元,不接受網上報名
LA30430AQ,西餅製作(雜餅類)基礎證書(兼讀制),星期二,11月23日,晚上,6:30-10:15,全期8課,3小時45分,675元,0元,不接受網上報名
KK30444,燒味部認識與製作基礎證書(兼讀制),星期四,10月21日,晚上,7:00-10:00,全期7課,3小時,375元,0元,不接受網上報名
NW30447AQ,法式甜品製作基礎證書(兼讀制),星期二,06月14日,下午,1:00-4:45,全期10課,3小時,675元,0元,不接受網上報名
NW30450,素菜的認識與製作基礎證書(兼讀制),星期五,10月22日,上午,9:00-5:00,全期7課,3小時,375元,0元,不接受網上報名
KK30451,潮州菜的認識與製作基礎證書(兼讀制),星期四,10月21日,上午,9:00-1:00,全期9課,4小時,675元,0元,不接受網上報名
KK30456AQ,中式熱盤醬汁的認識與製作基礎證書,星期三,11月17日,上午,9:30-12:30,全期7課,3小時,375元,0元,不接受網上報名
KW30476AQ,職場通用技能(督導及團隊管理)基礎 *,星期二,10月19日,上午,9:00-1:00,全期6課,2小時40分,225元,0元,課程已取消
KY30480BQ,區塊鏈知識及應用證書(兼讀制),星期一,二,三,四,五,六,10月18日,晚上,6:30-10:30,全期6課,4小時,675元,0元,不接受網上報名
NW30430AQ,西餅製作(雜餅類)基礎證書(兼讀制),星期二,03月29日,上午,8:45-12:30,全期8課,3小時45分,675元,0元,不接受網上報名
KE30447BQ,法式甜品製作基礎證書(兼讀制),星期四,11月04日,上午,9:30-1:15,全期10課,3小時,675元,0元,不接受網上報名
KK30450,素菜的認識與製作基礎證書(兼讀制),星期一,11月08日,上午,9:30-12:30,全期7課,3小時,375元,0元,不接受網上報名
NW30450B,素菜的認識與製作基礎證書(兼讀制),星期五,03月18日,上午,9:00-5:00,全期7課,3小時,375元,0元,不接受網上報名
HT30452,西式餐飲食品製作基礎證書(兼讀制),星期一,11月08日,下午,2:00-5:00,全期7課,3小時,375元,0元,不接受網上報名
KW30466,常用英語語法 III 基礎證書(兼讀制) *,星期一,四,10月25日,上午,9:00-1:00,全期10課,2小時,375元,0元,課程已取消
KW30479AQ,職場通用技能(領導技巧及員工管理),星期二,11月16日,上午,9:00-1:00,全期6課,2小時40分,225元,0元,不接受網上報名
KY30480CQ,區塊鏈知識及應用證書(兼讀制),星期一,二,三,四,五,六,11月15日,晚上,6:30-10:30,全期6課,4小時,675元,0元,不接受網上報名
HD30489AQ,職業普通話I 基礎證書(兼讀制),星期一,二,五,10月22日,上午,9:00-1:00,全期20課,3小時,1125元,0元,不接受網上報名
NN30489AQ,職業普通話I 基礎證書(兼讀制),星期一,二,三,四,五,10月18日,上午,9:00-1:00,全期20課,3小時,1125元,0元,不接受網上報名
LB30490CQ,職業普通話II基礎證書(兼讀制),星期一,二,三,四,五,11月08日,晚上,6:30-10:30,全期20課,3小時,1125元,0元,不接受網上報名
NK30498,VHF無線電話資格備試研習班,星期六,11月06日,下午,2:00-5:00,全期3課,3小時,780元,702元,可接受報名
KE30555BQ,紙樣設計及立體量裁技巧I基礎證書,星期一,三,五,11月22日,上午,9:30-1:30,全期6課,4小時,525元,0元,不接受網上報名
KY30559AQ,園藝保養(屋頂綠化)證書(兼讀制) *,星期三,四,五,10月20日,上午,9:00-6:00,全期6課,4小時,375元,0元,課程已取消
KH30566AQ,花藝設計及應用III證書(兼讀制),星期一,二,三,四,五,12月13日,上午,9:00-6:00,全期5課,7小時,825元,0元,不接受網上報名
LB30488AQ,職業英語(簡報技巧)證書 (兼讀制),星期二,五,10月26日,下午,2:00-5:45,全期15課,3小時,975元,0元,不接受網上報名
KS30489AQ,職業普通話I 基礎證書(兼讀制),星期一,二,三,四,五,11月09日,上午,9:00-1:00,全期20課,3小時,1125元,0元,不接受網上報名
LB30490AQ,職業普通話II基礎證書(兼讀制),星期一,三,四,五,10月18日,上午,9:00-1:00,全期20課,3小時,1125元,0元,不接受網上報名
NN30490AQ,職業普通話II基礎證書(兼讀制),星期一,二,三,四,五,11月08日,上午,9:00-1:00,全期20課,3小時,1125元,0元,不接受網上報名
KY30526,指導技巧基礎證書(兼讀制) *,星期四,10月21日,上午,9:00-12:00,全期10課,3小時,525元,0元,課程已取消
KE30556AQ,紙樣設計及立體量裁技巧II基礎證書,星期一,三,五,11月22日,下午,2:00-6:00,全期6課,4小時,525元,0元,不接受網上報名
KE30566AQ,花藝設計及應用III證書(兼讀制),星期一,二,三,四,五,11月15日,上午,9:00-6:00,全期5課,7小時,825元,0元,不接受網上報名
NN30566AQ,花藝設計及應用III證書(兼讀制),星期一,二,三,四,五,11月08日,上午,9:00-6:00,全期5課,7小時,825元,0元,不接受網上報名
NN30567AQ,婚禮花飾與宴會佈置III (教堂場地,星期三,四,五,12月01日,上午,9:00-6:00,全期3課,8小時,675元,0元,不接受網上報名
KH30571BQ,花藝設計及應用I基礎證書(兼讀制),星期一,二,三,四,11月22日,上午,9:00-5:00,全期3課,8小時20分,675元,0元,不接受網上報名
KE30574AQ,花藝設計及應用II基礎證書(兼讀制),星期三,四,五,10月20日,上午,9:00-6:00,全期3課,8小時,525元,0元,不接受網上報名
KH30574BQ,花藝設計及應用II基礎證書(兼讀制),星期一,二,三,12月06日,上午,9:00-6:00,全期3課,8小時,525元,0元,不接受網上報名
NZ30574AQ,花藝設計及應用II基礎證書(兼讀制),星期三,四,五,11月17日,上午,9:00-6:00,全期3課,8小時,525元,0元,不接受網上報名
NN30583AQ,花藝設計及應用II (葬禮花飾),星期三,四,五,12月15日,上午,9:00-6:00,全期6課,4小時,525元,0元,不接受網上報名
HR30589,建築信息模擬BIM初階,星期六,10月30日,上午,10:00-5:30,全期2課,6小時,1200元,1080元,可接受報名
NZ30566AQ,花藝設計及應用III證書(兼讀制),星期一,二,三,四,五,12月06日,上午,9:00-6:00,全期5課,7小時,825元,0元,不接受網上報名
KE30571BQ,花藝設計及應用I基礎證書(兼讀制),星期二,三,四,五,11月09日,上午,9:00-5:00,全期3課,8小時20分,675元,0元,不接受網上報名
NN30571BQ,花藝設計及應用I基礎證書(兼讀制),星期一,二,三,四,10月18日,上午,9:00-5:00,全期3課,8小時20分,675元,0元,不接受網上報名
KE30574BQ,花藝設計及應用II基礎證書(兼讀制),星期三,四,五,12月01日,上午,9:00-6:00,全期3課,8小時,525元,0元,不接受網上報名
NN30574BQ,花藝設計及應用II基礎證書(兼讀制),星期一,二,三,10月25日,上午,9:00-6:00,全期3課,8小時,525元,0元,不接受網上報名
NN30582AQ,花藝設計及應用II (節日花飾),星期三,四,五,12月08日,上午,9:00-6:00,全期6課,4小時,525元,0元,不接受網上報名
NN30584BQ,網上花店營運實務基礎證書(兼讀制),星期六,12月04日,上午,9:00-5:50,全期5課,7小時50分,825元,0元,不接受網上報名
HR30590,工料測量(QS) QTO軟件速成,星期六,11月13日,上午,10:00-5:30,全期2課,6小時,1200元,1080元,可接受報名
NK30605B,水喉(中工)工藝測試實習訓練課程,星期一,二,三,四,五,11月29日,上午,9:00-6:00,全期5課,8小時,4000元,3600元,可接受報名
LJ30607B,細木(中工)工藝測試實習訓練課程 *,星期一,二,三,四,五,10月18日,上午,9:00-6:00,全期5課,8小時,4000元,3600元,課程已取消
KJ30608B,電氣佈線(中工)工藝測試實習訓練課程,星期一,二,三,四,五,11月15日,上午,9:00-6:00,全期5課,8小時,4000元,3600元,可接受報名
LK30609B,髹漆及裝飾(中工)工藝測試實習訓練,星期一,二,三,四,五,六,11月01日,上午,9:00-6:00,全期6課,8小時,4500元,4050元,可接受報名
NK30611,木模板(中工)考牌實習訓練課程,星期一,二,三,四,五,12月06日,上午,9:00-6:00,全期5課,8小時,4000元,3600元,網上名額已滿
KY30623AQ,船務文件處理II(信用證實務)基礎證書 *,星期二,五,10月19日,上午,9:00-12:45,全期10課,3小時,675元,0元,課程已取消
LB30628BQ,英語訓練(初階)基礎證書,星期一,二,三,四,五,10月18日,下午,2:00-6:00,全期14課,4小時,0元,0元,不接受網上報名
LP30605B,水喉(中工)工藝測試實習訓練課程,星期一,二,三,四,五,11月08日,上午,9:00-6:00,全期5課,8小時,4000元,3600元,可接受報名
NK30606B,砌磚(中工)工藝測試實習訓練課程,星期一,二,三,四,五,11月29日,上午,9:00-6:00,全期5課,8小時,4000元,3600元,可接受報名
NK30607B,細木(中工)工藝測試實習訓練課程,星期一,二,三,四,五,11月29日,上午,9:00-6:00,全期5課,8小時,4000元,3600元,可接受報名
NK30608B,電氣佈線(中工)工藝測試實習訓練課程,星期一,二,三,四,五,11月29日,上午,9:00-6:00,全期5課,8小時,4000元,3600元,可接受報名
NK30609B,髹漆及裝飾(中工)工藝測試實習訓練,星期一,二,三,四,五,11月29日,上午,9:00-6:00,全期6課,8小時,4500元,4050元,可接受報名
KY30621,進出口法例基礎證書(兼讀制),星期一,11月08日,上午,9:00-12:30,全期4課,3小時30分,225元,0元,不接受網上報名
KV30628BQ,英語訓練(初階)基礎證書,星期一,二,三,四,五,10月27日,上午,9:00-1:00,全期14課,4小時,0元,0元,不接受網上報名
NN30628BQ,英語訓練(初階)基礎證書,星期一,二,三,四,五,10月18日,下午,2:00-6:00,全期14課,4小時,0元,0元,不接受網上報名
NN30629BQ,英語訓練(高階)基礎證書,星期一,二,三,四,五,10月18日,上午,9:00-1:00,全期14課,4小時,0元,0元,不接受網上報名
KE30669CQ,資訊科技應用訓練(初階)基礎證書,星期一,二,三,四,五,11月18日,上午,9:00-6:00,全期14課,4小時,0元,0元,不接受網上報名
